"Chéry-lès-Rozoy",2360,49.716667,4.083333
"Chevennes",2250,49.816667,3.733333
"Chevregny",2000,49.466667,3.583333
"Chevresis-Monceau",2270,49.75,3.566667
"Chézy-en-Orxois",2810,49.133333,3.183333
"Chézy-sur-Marne",2570,48.983333,3.366667
"Chierry",2400,49.033333,3.433333
"Chigny",2120,49.916667,3.766667
"Chivres-en-Laonnois",2350,49.633333,3.85
"Chivres-Val",2880,49.4,3.433333
"Chivy-lès-Étouvelles",2000,49.516667,3.583333
"Chouy",2210,49.2,3.25
"Cierges",2130,49.166667,3.6
"Cilly",2250,49.733333,3.833333
"Ciry-Salsogne",2220,49.366667,3.466667
"Clacy-et-Thierret",2000,49.55,3.566667
"Clairfontaine",2260,49.983333,3.983333
"Clamecy",2880,49.433333,3.366667
"Clastres",2440,49.733333,3.233333
"Clermont-les-Fermes",2340,49.666667,3.95
"Coeuvres-et-Valsery",2600,49.333333,3.15
"Cohan",2130,49.216667,3.65
"Coincy",2210,49.166667,3.416667
"Coingt",2360,49.783333,4.083333
"Colligis-Crandelain",2860,49.483333,3.65
"Colonfay",2120,49.85,3.7
"Commenchon",2300,49.633333,3.166667
"Concevreux",2160,49.383333,3.783333
"Condé-en-Brie",2330,49,3.55
"Condé-sur-Aisne",2370,49.4,3.45
"Condé-sur-Suippe",2190,49.416667,3.95
"Condren",2700,49.616667,3.283333
"Connigis",2330,49.033333,3.533333
"Contescourt",2680,49.8,3.233333
"Corbeny",2820,49.466667,3.816667
"Corcy",2600,49.25,3.216667
"Coucy-lès-Eppes",2840,49.55,3.766667
"Coucy-la-Ville",2380,49.533333,3.333333
"Coupru",2310,49.033333,3.266667
"Courbes",2800,49.683333,3.45
"Courboin",2330,49,3.5
"Courchamps",2810,49.116667,3.266667
"Courmelles",2200,49.35,3.316667
"Courmont",2130,49.15,3.566667
"Courtemont-Varennes",2850,49.066667,3.55
"Courtrizy-et-Fussigny",2820,49.516667,3.8
"Couvrelles",2220,49.35,3.483333
"Couvron-et-Aumencourt",2270,49.65,3.516667
"Coyolles",2600,49.233333,3.05
"Cramaille",2130,49.233333,3.45
"Craonne",2160,49.433333,3.783333
"Craonnelle",2160,49.433333,3.766667
"Crécy-au-Mont",2380,49.483333,3.316667
"Crécy-sur-Serre",2270,49.7,3.616667
"Crézancy",2650,49.05,3.5
"Croix-Fonsommes",2110,49.916667,3.4
"La Croix-sur-Ourcq",2210,49.166667,3.35
"Crouy",2880,49.4,3.366667
"Crupilly",2120,49.916667,3.75
"Cuffies",2880,49.416667,3.316667
"Cugny",2480,49.7,3.15
"Cugny-lès-Crouttes",2210,49.2,3.383333
"Cuirieux",2350,49.683333,3.816667
"Cuiry-Housse",2220,49.3,3.483333
"Cuiry-lès-Chaudardes",2160,49.383333,3.766667
"Cuissy-et-Geny",2160,49.416667,3.7
"Cuisy-en-Almont",2200,49.416667,3.25
"Cutry",2600,49.35,3.183333
"Cys-la-Commune",2220,49.4,3.566667
"Dagny-Lambercy",2140,49.766667,4.033333
"Dallon",2680,49.816667,3.233333
"Dammard",2470,49.15,3.2
